mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	2	F.I[I{		F	I	I	I	I						{	M	0	0	-1, 3, 0		-1	-1	0	8	0.0	0.0	4.0	0.0
1	1	1/2	1/2	4/4	2	2	IV		F	I	I	IV	IV							M	0	0	-2, 2, -1		-2	-2	1	6	0.14285714285714285	0.0	3.0	0.0
2	2	0	0	4/4	2	2	V43		F	I	I	V43	V		43					Mm7	0	0	1, -2, 0, 4		0	1	1	7	0.125	0.5	3.5	0.125
2	2	1/2	1/2	4/4	2	2	I		F	I	I	I	I							M	0	0	-1, 3, 0		-1	-1	0	8	0.0	0.0	4.0	0.0
3	3	0	0	4/4	2	2	V6/V]		F	I	I	V6/V	V		6		V			M	0	0	5, 2, 1		1	5	2	6	0.25	1.0	3.0	0.25
3	3	1/2	1/2	4/4	2	2	#viio6/vi		F	I		#viio6/vi	#vii	o	6		vi			o	0	0	4, 1, 7		7	4	0	8	0.0	0.0	4.0	0.0
4	4	0	0	4/4	2	2	vi(64)	ii64	F	I		vi(64)	vi			64				m	0	0	2, 1, -2		2	2	0	8	0.0	0.0	4.0	0.0
4	4	1/2	1/2	4/4	2	2	vi		F	I		vi	vi							m	0	0	2, -1, 3		2	2	0	8	0.0	0.0	4.0	0.0
5	5	0	0	4/4	2	2	V2/iii		F	I		V2/iii	V		2		iii			Mm7	0	0	2, 4, 8, 5		4	2	0	8	0.0	0.0	4.0	0.0
5	5	1/2	1/2	4/4	2	2	V7		F	I		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	8	0.0	0.0	4.0	0.0
6	6	0	0	4/4	2	2	#viio7/vi		F	I		#viio7/vi	#vii	o	7		vi			o7	0	0	7, 4, 1, -2		7	7	0	8	0.0	0.0	4.0	0.0
6	6	1/2	1/2	4/4	2	2	#viio7/ii		F	I		#viio7/ii	#vii	o	7		ii			o7	0	0	6, 3, 0, -3		6	6	0	8	0.0	0.0	4.0	0.0
7	7	0	0	4/4	2	2	V65/ii		F	I		V65/ii	V		65		ii			Mm7	0	0	6, 3, 0, 2		2	6	0	8	0.0	0.0	4.0	0.0
7	7	1/2	1/2	4/4	2	2	V2/V		F	I		V2/V	V		2		V			Mm7	0	0	-1, 1, 5, 2		1	-1	0	8	0.0	0.0	4.0	0.0
8	8	0	0	4/4	2	2	V65		F	I		V65	V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	8	0.0	0.0	4.0	0.0
8	8	1/2	1/2	4/4	2	2	V2/IV		F	I		V2/IV	V		2		IV			Mm7	0	0	-3, -1, 3, 0		-1	-3	0	8	0.0	0.0	4.0	0.0
9	9	0	0	4/4	2	1	IV6		F	I		IV6	IV		6					M	0	0	2, -1, -2		-2	2	3	21	0.125	0.075	0.8625	0.08
9	9	5/4	5/4	4/4	2	1	iv6		F	I		iv6	iv		6					m	0	0	-5, -1, -2		-2	-5	3	5	0.375	0.375	0.625	0.375
9	9	9/4	9/4	4/4	2	1	viio65(2)/V		F	I		viio65(2)/V	vii	o	65	2	V			o7	0	0	2, -1, -4, 0		5	2	1	3	0.25	0.125	0.75	0.14285714285714285
9	9	11/4	11/4	4/4	2	1	viio65/V		F	I		viio65/V	vii	o	65		V			o7	0	0	2, -1, -4, 5		5	2	1	2	0.3333333333333333	0.0625	0.375	0.14285714285714285
10	10	0	0	4/4	2	1	V(64)		F	I		V(64)	V			64				M	0	0	0, -1, 3		0	0	0	8	0.0	0.0	4.0	0.0
10	10	1/2	1/2	4/4	2	1	V7		F	I		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	8	0.0	0.0	4.0	0.0
11	11	0	0	4/4	2	1	V(64)		F	I		V(64)	V			64				M	0	0	0, -1, 3		0	0	1	6	0.14285714285714285	0.0	3.0	0.0
11	11	1/2	1/2	4/4	2	1	V7		F	I		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	1	6	0.14285714285714285	0.0	3.0	0.0
12	12	0	0	4/4	2	1	V(64)		F	I		V(64)	V			64				M	0	0	0, -1, 3		0	0	0	8	0.0	0.0	4.0	0.0
12	12	1/2	1/2	4/4	2	1	V		F	I		V	V							M	0	0	0, 4, 1		0	0	1	7	0.125	0.0	3.5	0.0
13	13	0	0	4/4	2	1	I}		F	I		I	I						}	M	0	0	-1, 3, 0		-1	-1	0	20	0.0	0.0	3.9375	0.0
